Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
246,7.7515,-14.5264,4.0283,-0.1807,0.7998,-0.0962,133.5697,-71.9041,-43.8111
247,2.6245,-12.5732,-3.3569,-0.1899,0.832,-0.0937,137.4413,-60.4907,-25.0349
248,1.2817,-11.6577,-6.897,-0.1948,0.8374,-0.0908,137.4413,-60.4907,-25.0349
249,0.1221,-10.6201,-10.376,-0.2017,0.834,-0.0908,133.5697,-62.7734,-31.2936
250,-3.0518,-7.6904,-17.1509,-0.231,0.8379,-0.0825,143.2487,-68.48,-40.6817
251,-5.5542,-5.9204,-20.5688,-0.2563,0.8623,-0.0937,143.2487,-68.48,-40.6817
252,-11.7187,-1.5259,-29.48,-0.3208,0.9175,-0.1826,125.8265,-65.0561,-37.5523
253,-13.2446,1.2207,-33.8135,-0.3501,0.9302,-0.2339,131.6339,-66.1974,-34.423
254,-12.5122,7.3242,-38.3301,-0.3291,1.0005,-0.2739,129.6981,-67.3387,-37.5523
255,-11.6577,10.5591,-37.0483,-0.2617,1.0698,-0.2539,129.6981,-67.3387,-37.5523
256,-10.7422,15.9912,-28.6255,-0.0903,1.1938,-0.2144,114.2118,-62.7734,-18.7762
257,-10.9863,17.395,-23.9868,-0.0312,1.2339,-0.2461,108.4044,-68.48,-34.423
258,-10.3149,18.7988,-19.8975,0.0015,1.2446,-0.46,141.3129,-74.1867,-31.2936
259,-8.8501,20.2637,-21.3013,-0.0273,1.2495,-0.5654,141.3129,-74.1867,-31.2936
260,-4.9438,21.9727,-24.4141,-0.0884,1.2661,-0.6196,127.7624,-66.1974,-53.1991
261,13.2446,25.9399,-32.1045,-0.1938,1.2207,-0.4487,108.4044,-75.3281,-28.1643
262,22.2168,27.9541,-35.9497,-0.1914,1.1523,-0.2534,123.8908,-73.0454,-15.6468
263,26.2451,28.5034,-42.2974,-0.0596,1.0674,0.1362,123.8908,-73.0454,-15.6468
264,24.0479,25.6958,-44.6167,0.063,1.0723,0.2988,125.8265,-71.9041,-50.0698
265,12.5122,11.6577,-46.0815,0.3027,1.126,0.48,110.3402,-83.3174,-43.8111
266,2.9907,2.1362,-44.3115,0.376,1.1182,0.439,110.3402,-83.3174,-43.8111
267,-7.6904,-6.3477,-41.626,0.3936,1.0674,0.2729,108.4044,-75.3281,-28.1643
268,-22.8271,-15.8691,-37.7197,0.1367,1.103,-0.0244,127.7624,-75.3281,-34.423
269,-22.583,-19.2871,-36.0718,-0.04,1.0796,-0.106,112.276,-75.3281,-46.9404
270,-10.3149,-22.2168,-37.5977,-0.3291,1.0415,-0.2622,112.276,-75.3281,-46.9404
271,-5.4321,-19.4092,-37.7197,-0.4126,0.9863,-0.2749,116.1476,-79.8934,-40.6817
272,-2.3193,-9.5215,-36.8042,-0.48,0.8677,-0.2344,112.276,-75.3281,-59.4579
273,-5.127,-4.6387,-36.7432,-0.4692,0.8374,-0.2041,118.0834,-74.1867,-43.8111
274,-11.4136,0.8545,-37.5977,-0.3667,0.877,-0.2036,118.0834,-74.1867,-43.8111
275,-12.085,1.0376,-37.8418,-0.2974,0.9209,-0.2383,120.0192,-73.0454,-34.423
276,-10.6201,-0.4883,-37.4756,-0.2285,0.9663,-0.2612,118.0834,-78.7521,-62.5872
277,-2.9907,-9.4604,-34.1797,-0.1123,1.0332,-0.2344,125.8265,-71.9041,-56.3285
278,2.1973,-16.2354,-31.7993,-0.0762,1.0376,-0.1919,125.8265,-71.9041,-56.3285
279,10.376,-29.1138,-27.1606,-0.0728,0.9907,-0.1255,120.0192,-89.0241,-59.4579
280,11.7798,-33.2642,-25.1465,-0.0981,0.9561,-0.1016,121.955,-85.6001,-31.2936
281,10.1318,-35.5225,-23.1934,-0.1763,0.8916,-0.083,98.7254,-74.1867,-50.0698
282,7.5684,-34.1797,-23.2544,-0.2183,0.8784,-0.0942,98.7254,-74.1867,-50.0698
283,1.4648,-27.5269,-24.5972,-0.2783,0.9019,-0.1392,108.4044,-84.4587,-65.7166
284,-0.9155,-22.3999,-25.6348,-0.2856,0.9292,-0.1611,110.3402,-81.0347,-62.5872
285,-2.1362,-16.8457,-26.5503,-0.2749,0.9468,-0.1812,110.3402,-81.0347,-62.5872
286,-2.9907,-5.3711,-27.5269,-0.2344,0.9668,-0.1899,118.0834,-87.8827,-75.1047
287,-2.8687,-0.7935,-27.832,-0.207,0.9609,-0.1738,123.8908,-82.1761,-65.7166
288,-2.6245,3.6621,-28.7476,-0.146,0.9399,-0.145,116.1476,-82.1761,-34.423
289,-3.1128,3.54,-29.1748,-0.127,0.938,-0.144,116.1476,-82.1761,-34.423
290,-3.8452,1.0986,-29.48,-0.1172,0.9727,-0.1558,104.5328,-86.7414,-46.9404
291,-3.418,-0.5493,-29.1138,-0.1182,0.9927,-0.1538,120.0192,-77.6107,-40.6817
292,-0.1831,-3.9673,-28.1982,-0.1323,0.979,-0.167,106.4686,-83.3174,-37.5523
293,1.5259,-5.249,-27.832,-0.124,0.9702,-0.1406,106.4686,-83.3174,-37.5523
294,1.709,-6.958,-27.0386,-0.1367,0.9263,-0.1455,112.276,-82.1761,-65.7166
295,0.8545,-9.5825,-27.0386,-0.186,0.9297,-0.1499,110.3402,-87.8827,-62.5872
296,-0.7324,-10.437,-26.9165,-0.2104,0.9458,-0.1592,112.276,-86.7414,-65.7166
297,-2.8076,-9.9487,-26.9165,-0.2617,0.9795,-0.1846,112.276,-86.7414,-65.7166
298,-3.54,-8.9111,-26.7944,-0.2881,0.9863,-0.2075,104.5328,-91.3067,-65.7166
299,-4.2114,-5.3101,-26.4282,-0.3174,0.9878,-0.2471,96.7897,-89.0241,-53.1991
300,-4.2725,-3.6621,-26.4282,-0.3105,0.9805,-0.2461,96.7897,-89.0241,-53.1991
301,-4.0283,-2.8687,-26.6724,-0.29,0.9805,-0.2354,102.597,-94.7307,-68.846
302,-2.9297,-4.3945,-26.9775,-0.231,1.0005,-0.207,106.4686,-90.1654,-75.1047
303,-2.6855,-6.1035,-26.5503,-0.2065,1.0054,-0.1934,102.597,-92.4481,-56.3285
304,-2.8076,-10.0708,-24.7803,-0.2061,0.998,-0.1987,102.597,-92.4481,-56.3285
305,-2.9907,-11.5356,-23.8647,-0.2275,0.9883,-0.2031,89.0465,-91.3067,-78.234
306,-3.0518,-13.0005,-22.583,-0.2681,0.9644,-0.2085,108.4044,-93.5894,-65.7166
307,-3.2959,-13.1836,-22.3389,-0.2827,0.9541,-0.2095,100.6612,-91.3067,-71.9753
308,-3.9673,-12.7563,-22.3389,-0.291,0.9619,-0.1987,100.6612,-91.3067,-71.9753
309,-4.4556,-12.5732,-22.3389,-0.2905,0.9663,-0.1909,94.8539,-97.0134,-75.1047
310,-5.188,-12.4512,-22.3999,-0.2715,0.9668,-0.1772,92.9181,-93.5894,-53.1991
311,-5.4321,-12.6953,-22.1558,-0.2656,0.9644,-0.1787,98.7254,-99.2961,-56.3285
312,-5.5542,-13.0005,-21.6675,-0.2632,0.957,-0.1748,98.7254,-99.2961,-56.3285
313,-5.249,-13.916,-20.6909,-0.2622,0.9307,-0.1636,102.597,-108.4268,-68.846
314,-4.8828,-14.6484,-20.4468,-0.2598,0.9175,-0.1553,110.3402,-101.5788,-68.846
315,-4.5776,-16.1133,-20.1416,-0.2588,0.9028,-0.1543,94.8539,-101.5788,-87.6221
316,-4.8218,-16.4185,-19.9585,-0.2671,0.9014,-0.1626,94.8539,-101.5788,-87.6221
317,-6.1646,-15.7471,-19.4092,-0.293,0.9146,-0.1694,87.1107,-90.1654,-56.3285
318,-6.5918,-14.8926,-19.165,-0.3125,0.9224,-0.1733,102.597,-103.8614,-75.1047
319,-6.1646,-12.5122,-19.2261,-0.3281,0.9233,-0.1748,89.0465,-93.5894,-71.9753
320,-5.6152,-11.5356,-19.2261,-0.3247,0.9165,-0.1655,89.0465,-93.5894,-71.9753
321,-4.5776,-9.7656,-19.2871,-0.3013,0.9014,-0.1274,110.3402,-97.0134,-75.1047
322,-4.2114,-9.4604,-19.3481,-0.2861,0.8999,-0.1147,96.7897,-91.3067,-84.4927
323,-4.2114,-9.5215,-19.3481,-0.2769,0.9028,-0.103,96.7897,-91.3067,-84.4927
324,-5.127,-9.8267,-18.7988,-0.2759,0.9194,-0.0952,102.597,-94.7307,-81.3634
325,-5.6152,-10.0098,-18.4326,-0.2837,0.9272,-0.1016,92.9181,-105.0028,-84.4927
326,-5.9204,-10.1318,-17.8223,-0.3022,0.9375,-0.1211,87.1107,-99.2961,-75.1047
327,-5.6152,-9.8877,-17.6392,-0.3091,0.9404,-0.1255,87.1107,-99.2961,-75.1047
328,-4.5776,-8.728,-17.7002,-0.3164,0.9395,-0.1284,81.3033,-102.7201,-97.0102
329,-4.2114,-8.1787,-17.5781,-0.3198,0.9385,-0.1196,89.0465,-95.8721,-97.0102
330,-4.0283,-7.5684,-17.395,-0.3193,0.937,-0.106,96.7897,-105.0028,-84.4927
331,-4.2725,-7.3242,-17.334,-0.3096,0.9287,-0.0937,96.7897,-105.0028,-84.4927
332,-4.3945,-7.5073,-17.2729,-0.3057,0.9253,-0.0967,90.9823,-103.8614,-81.3634
333,-4.8218,-8.2397,-16.8457,-0.3096,0.9312,-0.103,85.1749,-105.0028,-78.234
334,-5.0659,-8.728,-16.7236,-0.3066,0.938,-0.106,87.1107,-108.4268,-75.1047
335,-5.0049,-9.7656,-16.6016,-0.3047,0.9561,-0.1201,87.1107,-108.4268,-75.1047
336,-4.6387,-10.376,-16.4795,-0.2959,0.9604,-0.1265,90.9823,-108.4268,-87.6221
337,-3.0518,-11.5356,-16.5405,-0.2808,0.9614,-0.1367,79.3675,-103.8614,-106.3983
338,-2.2583,-12.146,-16.6016,-0.2715,0.958,-0.1289,79.3675,-103.8614,-106.3983
339,-1.709,-14.2212,-15.9302,-0.2681,0.9531,-0.1133,89.0465,-107.2854,-115.7863
340,-2.0142,-15.3809,-15.686,-0.2754,0.9526,-0.1089,79.3675,-110.7094,-93.8808
341,-2.4414,-16.2964,-15.5029,-0.2837,0.9556,-0.1201,90.9823,-103.8614,-93.8808
342,-2.8687,-16.8457,-15.4419,-0.3022,0.959,-0.1265,90.9823,-103.8614,-93.8808
343,-2.8687,-17.5171,-15.4419,-0.3037,0.9551,-0.1279,73.5601,-102.7201,-71.9753
344,-2.8687,-19.3481,-15.686,-0.3096,0.9575,-0.127,81.3033,-102.7201,-84.4927
345,-2.6245,-19.8975,-15.564,-0.3159,0.9551,-0.1289,77.4317,-102.7201,-97.0102
346,-2.1362,-20.0195,-15.1978,-0.3271,0.9458,-0.1221,77.4317,-102.7201,-97.0102
347,-2.0752,-19.8975,-15.0757,-0.335,0.9429,-0.1182,77.4317,-102.7201,-103.2689
348,-2.6855,-19.4702,-15.0146,-0.3481,0.9292,-0.1128,96.7897,-109.5681,-90.7515
349,-3.1128,-19.2871,-15.1367,-0.3491,0.9258,-0.1069,92.9181,-102.7201,-115.7863
350,-3.479,-18.9819,-15.3809,-0.354,0.9253,-0.1177,92.9181,-102.7201,-115.7863
351,-3.418,-18.6157,-15.3809,-0.3545,0.9297,-0.1152,83.2391,-97.0134,-112.657
352,-2.9907,-18.3105,-15.3809,-0.3433,0.916,-0.0947,81.3033,-111.8508,-84.4927
353,-3.3569,-18.9819,-15.4419,-0.3398,0.9072,-0.0918,75.4959,-108.4268,-106.3983
354,-4.2114,-20.2026,-15.3198,-0.3467,0.9111,-0.1074,75.4959,-108.4268,-106.3983
355,-4.3335,-20.4468,-15.1978,-0.3457,0.9063,-0.1138,85.1749,-107.2854,-115.7863
356,-4.4556,-20.813,-15.2588,-0.3462,0.9077,-0.1157,83.2391,-106.1441,-81.3634
357,-4.0283,-22.0947,-15.5029,-0.3398,0.916,-0.125,75.4959,-110.7094,-118.9157
358,-3.7842,-22.8271,-15.564,-0.3354,0.9199,-0.1294,75.4959,-110.7094,-118.9157
359,-3.3569,-24.5972,-15.7471,-0.3203,0.9243,-0.1182,83.2391,-103.8614,-100.1396
360,-3.1128,-25.4517,-15.8691,-0.313,0.9263,-0.1133,67.7528,-106.1441,-100.1396
361,-2.9297,-27.9541,-15.9912,-0.2925,0.9194,-0.1035,79.3675,-110.7094,-106.3983
362,-3.1128,-29.2358,-16.0522,-0.2905,0.9131,-0.1089,79.3675,-110.7094,-106.3983
363,-3.9062,-31.311,-15.8081,-0.3037,0.9165,-0.1064,69.6886,-111.8508,-97.0102
364,-4.2725,-31.9824,-15.8081,-0.3169,0.9253,-0.1045,79.3675,-108.4268,-112.657
365,-4.8218,-32.5317,-15.9912,-0.3315,0.9316,-0.104,89.0465,-109.5681,-103.2689
366,-5.0659,-32.6538,-16.2964,-0.3315,0.9292,-0.104,89.0465,-109.5681,-103.2689
367,-5.188,-33.5693,-16.9678,-0.3179,0.9199,-0.1069,75.4959,-103.8614,-131.4332
368,-5.127,-34.3628,-17.5171,-0.3062,0.917,-0.1001,75.4959,-115.2748,-131.4332
369,-4.7607,-36.8652,-18.3716,-0.2861,0.9263,-0.0894,83.2391,-110.7094,-131.4332
370,-4.6997,-38.208,-18.7988,-0.2764,0.9302,-0.085,83.2391,-110.7094,-131.4332
371,-4.8828,-40.5884,-19.5313,-0.27,0.9277,-0.0913,79.3675,-103.8614,-125.1744
372,-5.127,-41.5039,-19.6533,-0.27,0.9238,-0.0981,75.4959,-106.1441,-112.657
373,-5.6152,-42.5415,-20.5078,-0.2793,0.915,-0.1069,71.6243,-108.4268,-137.6919
374,-6.2256,-42.6636,-21.2402,-0.2842,0.916,-0.1094,71.6243,-108.4268,-137.6919
375,-7.3853,-42.6025,-22.8882,-0.2852,0.9214,-0.1167,60.0096,-103.8614,-162.7268
376,-7.8735,-42.6636,-23.8037,-0.2812,0.9268,-0.1182,96.7897,-109.5681,-147.08
377,-8.2397,-43.0298,-24.7192,-0.2764,0.9292,-0.1187,73.5601,-107.2854,-147.08
378,-9.0332,-43.9453,-26.123,-0.2725,0.9385,-0.1201,73.5601,-107.2854,-147.08
379,-9.9487,-44.5557,-26.8555,-0.2759,0.9438,-0.1191,58.0738,-111.8508,-153.3387
380,-10.9863,-46.3257,-28.7476,-0.2788,0.9463,-0.1348,61.9454,-102.7201,-134.5625
381,-11.2915,-47.0581,-29.7241,-0.2837,0.9468,-0.1455,54.2022,-111.8508,-165.8561
382,-12.3901,-47.7295,-31.25,-0.3027,0.9492,-0.1704,61.9454,-118.6988,-134.5625
383,-13.7939,-47.5464,-31.6772,-0.3188,0.9556,-0.1846,61.9454,-118.6988,-134.5625
384,-17.0898,-45.7153,-33.02,-0.3613,0.9946,-0.1821,69.6886,-107.2854,-165.8561
385,-18.3105,-44.1284,-34.4849,-0.3789,1.0176,-0.1753,48.3948,-115.2748,-168.9855
386,-20.0806,-40.4663,-38.5132,-0.3774,1.0435,-0.1704,50.3306,-107.2854,-134.5625
387,-20.5078,-38.6963,-40.3442,-0.3604,1.0435,-0.1733,50.3306,-107.2854,-134.5625
388,-22.1558,-35.7666,-42.9688,-0.314,1.0376,-0.1655,54.2022,-116.4161,-153.3387
389,-23.4985,-34.6069,-43.8843,-0.2969,1.0381,-0.1572,50.3306,-118.6988,-178.3736
390,-26.7944,-31.9214,-46.2646,-0.2788,1.0513,-0.1475,60.0096,-119.8401,-168.9855
391,-28.5645,-30.0903,-47.6074,-0.2725,1.0596,-0.1484,60.0096,-119.8401,-168.9855
392,-32.7148,-26.3062,-50.8423,-0.2671,1.084,-0.144,60.0096,-117.5574,-187.7617
393,-34.4238,-24.4751,-52.7954,-0.2632,1.104,-0.1392,40.6516,-110.7094,-168.9855
394,-37.3535,-21.4233,-57.1899,-0.2407,1.1558,-0.124,50.3306,-120.9814,-159.5974
395,-38.3911,-20.5078,-59.1431,-0.2183,1.1753,-0.1211,50.3306,-120.9814,-159.5974
396,-39.7949,-19.5313,-62.0728,-0.1582,1.1821,-0.1182,32.9085,-112.9921,-181.5029
397,-40.2832,-19.8975,-62.9883,-0.1245,1.1743,-0.1123,34.8443,-114.1334,-184.6323
398,-40.5884,-22.522,-65.0635,-0.0781,1.1519,-0.0874,32.9085,-122.1228,-194.0204
399,-40.6494,-24.292,-66.2842,-0.063,1.1392,-0.0771,32.9085,-122.1228,-194.0204
400,-40.5884,-27.9541,-68.5425,-0.0566,1.1157,-0.0566,32.9085,-117.5574,-200.2791
401,-40.7715,-29.7852,-69.7021,-0.0679,1.1045,-0.0518,32.9085,-126.6881,-200.2791
402,-41.748,-31.9824,-71.9604,-0.0967,1.0732,-0.0459,25.1653,-115.2748,-212.7966
403,-42.3584,-32.2876,-73.1201,-0.1147,1.0518,-0.0435,27.1011,-118.6988,-197.1497
404,-43.8232,-32.2266,-75.9888,-0.147,1.021,-0.0361,27.1011,-118.6988,-197.1497
405,-44.4946,-31.7993,-77.3315,-0.1636,1.0068,-0.0288,9.679,-122.1228,-212.7966
406,-45.105,-30.3345,-79.6509,-0.1919,0.9854,-0.0215,21.2937,-128.9708,-206.5378
407,-45.7764,-29.3579,-80.3833,-0.2051,0.9775,-0.0151,13.5506,-128.9708,-212.7966
408,-46.1426,-26.8555,-81.1768,-0.2236,0.96,-0.0166,13.5506,-128.9708,-212.7966
409,-46.0815,-25.5127,-81.7261,-0.2339,0.9458,-0.0146,25.1653,-122.1228,-212.7966
410,-44.7998,-24.292,-82.5806,-0.2686,0.9385,-0.0083,21.2937,-126.6881,-250.3489
411,-43.5181,-24.292,-81.9092,-0.293,0.9321,-0.0098,-15.4863,-118.6988,-228.4434
412,-40.7104,-25.7568,-77.8809,-0.3467,0.897,0.0029,-15.4863,-118.6988,-228.4434
413,-38.3301,-27.5269,-74.9512,-0.3711,0.8843,0.0244,-9.679,-124.4054,-237.8315
414,-34.668,-32.3486,-67.1387,-0.4678,0.8921,0.0103,-25.1653,-110.7094,-244.0902
415,-33.0811,-33.8745,-63.6597,-0.5137,0.8789,0.0073,-29.0369,-117.5574,-244.0902
416,-24.8413,-35.4614,-58.2275,-0.6055,0.8599,0.0654,-29.0369,-117.5574,-244.0902
417,-22.0947,-37.0483,-56.1523,-0.6665,0.8662,0.0854,-5.8074,-122.1228,-237.8315
418,-14.5264,-39.4287,-50.6592,-0.7349,0.8643,0.1279,-15.4863,-114.1334,-240.9608
419,-11.5356,-41.3818,-47.0581,-0.7583,0.8545,0.1577,-9.679,-115.2748,-262.8663
420,-8.4229,-46.2036,-41.9922,-0.8223,0.8149,0.1797,-9.679,-115.2748,-262.8663
421,-7.2632,-48.5229,-40.9546,-0.854,0.8018,0.1426,-36.7801,-122.1228,-237.8315
422,-3.9062,-47.0581,-39.3677,-0.8848,0.7661,0.146,-11.6147,-120.9814,-253.4783
423,-3.2349,-45.8984,-39.0015,-0.8936,0.7642,0.1372,-30.9727,-118.6988,-247.2195
424,0.7935,-42.0532,-36.8042,-0.9219,0.7969,0.1982,-30.9727,-118.6988,-247.2195
425,3.418,-41.1987,-34.1187,-0.9321,0.7876,0.2241,-36.7801,-122.1228,-287.9012
426,6.5918,-40.5884,-31.1279,-0.936,0.7568,0.2329,-30.9727,-114.1334,-259.737
427,12.0239,-37.6587,-27.0386,-0.9331,0.7085,0.2681,-34.8443,-107.2854,-259.737
428,12.5732,-36.1938,-25.0854,-0.9209,0.6904,0.3135,-34.8443,-107.2854,-259.737
429,10.437,-36.9873,-21.1792,-0.8452,0.6606,0.4004,-34.8443,-111.8508,-278.5132
430,7.9956,-38.9404,-19.3481,-0.8013,0.6724,0.415,-34.8443,-111.8508,-265.9957
431,2.5024,-42.0532,-13.6108,-0.6792,0.7578,0.3472,-38.7158,-111.8508,-272.2544
432,-0.3052,-42.2974,-7.9346,-0.6216,0.7988,0.2954,-38.7158,-111.8508,-272.2544
433,-2.8687,-39.6118,7.6294,-0.5356,0.8091,0.1841,-54.2022,-105.0028,-222.1846
434,-1.8921,-37.3535,15.8691,-0.5181,0.8013,0.1279,-44.5232,-110.7094,-262.8663
435,7.3853,-31.6772,32.2266,-0.5293,0.7676,0.042,-44.5232,-99.2961,-275.3838
436,15.8081,-28.9307,39.6118,-0.5605,0.7505,0.0122,-44.5232,-99.2961,-275.3838
437,37.7197,-22.7661,51.0254,-0.6455,0.7158,0.0181,-48.3948,-106.1441,-262.8663
438,49.6216,-19.2871,54.5044,-0.6777,0.7104,0.0552,-44.5232,-106.1441,-269.1251
439,60.6079,-15.9302,57.1289,-0.6934,0.7168,0.1045,-46.459,-93.5894,-259.737
440,76.355,-9.5825,62.6221,-0.6904,0.7217,0.2046,-46.459,-93.5894,-259.737
441,80.1392,-5.9204,65.918,-0.6768,0.709,0.2412,-52.2664,-101.5788,-256.6076
442,80.8105,3.1128,71.9604,-0.6494,0.6968,0.2715,-42.5874,-100.4374,-265.9957
443,79.2236,8.4839,74.8901,-0.6294,0.6875,0.2773,-34.8443,-95.8721,-253.4783
444,74.707,19.7754,80.5664,-0.5918,0.6812,0.293,-34.8443,-95.8721,-253.4783
445,71.8384,25.1465,83.4961,-0.582,0.6738,0.2925,-34.8443,-89.0241,-272.2544
446,68.8477,30.5176,86.4868,-0.582,0.6631,0.2817,-19.3579,-89.0241,-240.9608
447,63.2935,40.0391,93.4448,-0.5933,0.627,0.2505,-19.3579,-89.0241,-240.9608
448,60.2417,44.2505,97.0459,-0.6064,0.6265,0.2266,-50.3306,-89.0241,-222.1846
449,56.3354,51.3916,104.9805,-0.6255,0.6475,0.1846,-36.7801,-85.6001,-237.8315
450,56.8237,54.0771,108.5205,-0.6221,0.6704,0.1626,-40.6516,-78.7521,-212.7966
451,62.0117,57.9834,113.6475,-0.5869,0.7153,0.1069,-40.6516,-78.7521,-212.7966
452,65.6738,60.3638,115.2954,-0.562,0.749,0.0752,-36.7801,-76.4694,-244.0902
453,69.2749,63.1714,117.0654,-0.5303,0.7808,0.0532,-36.7801,-76.4694,-219.0553
454,76.0498,67.8101,121.8872,-0.4619,0.8438,0.0957,-21.2937,-71.9041,-187.7617
455,79.4678,68.4204,124.8779,-0.4321,0.8701,0.1348,-21.2937,-71.9041,-187.7617
456,85.6323,64.9414,132.6904,-0.3716,0.8892,0.2017,-44.5232,-71.9041,-187.7617
457,88.0737,60.9741,137.207,-0.3511,0.8809,0.2173,-48.3948,-71.9041,-206.5378
458,90.5151,50.7202,146.4844,-0.3389,0.8706,0.2197,-48.3948,-71.9041,-206.5378
459,91.4917,44.9829,150.6348,-0.3408,0.8726,0.2095,-30.9727,-66.1974,-190.891
460,94.1162,33.9355,157.2876,-0.3726,0.9033,0.2007,-17.4221,-60.4907,-181.5029
461,95.7031,28.9307,159.8511,-0.4019,0.9248,0.1855,-34.8443,-57.0667,-209.6672
462,96.8628,24.9634,162.2314,-0.4414,0.9438,0.1733,-34.8443,-57.0667,-209.6672
463,97.7783,19.6533,165.5884,-0.5171,0.9453,0.1309,-32.9085,-51.36,-194.0204
464,97.3511,18.6768,165.8325,-0.5586,0.9507,0.1094,-23.2295,-52.5014,-197.1497
465,95.7642,20.5078,164.4897,-0.623,0.9595,0.0776,-29.0369,-44.512,-168.9855
466,94.6045,23.7427,162.7808,-0.6406,0.9541,0.0645,-29.0369,-44.512,-168.9855
467,90.6372,34.3628,157.8369,-0.6489,0.9136,0.0625,-13.5505,-51.36,-162.7268
468,87.2803,40.2832,154.7852,-0.6392,0.8921,0.0679,-17.4221,-37.664,-150.2093
469,78.186,49.4995,148.1934,-0.564,0.9023,0.0801,-29.0369,-39.9467,-150.2093
470,73.9746,51.8188,145.6299,-0.5044,0.9268,0.0762,-29.0369,-39.9467,-150.2093
471,71.4111,52.6123,143.3105,-0.4443,0.9536,0.0625,-25.1653,-49.0774,-143.9506
472,70.4346,51.9409,138.7939,-0.3037,1.0171,0.0464,-19.3579,-29.6747,-153.3387
473,71.4722,49.8047,137.2681,-0.2476,1.0366,0.0361,-15.4863,-15.9787,-140.8212
474,73.7915,43.457,134.9487,-0.168,1.0547,0.0103,-15.4863,-15.9787,-140.8212
475,74.7681,39.1846,133.3008,-0.1401,1.0596,0.0171,-19.3579,-31.9574,-128.3038
476,77.1484,26.4893,129.2725,-0.1035,1.0532,0.0522,-17.4221,-26.2507,-150.2093
477,78.6743,18.4937,126.4648,-0.0996,1.04,0.0635,-17.4221,-26.2507,-150.2093
478,82.0923,2.6855,119.3848,-0.123,1.002,0.064,-21.2937,-35.3814,-118.9157
479,82.8247,-4.2114,115.6006,-0.1602,0.979,0.0498,-38.7158,-20.544,-128.3038
480,82.2144,-9.9487,111.7554,-0.2085,0.9458,0.0303,-21.2937,-19.4027,-112.657
481,78.4302,-17.1509,103.3325,-0.3325,0.8647,-0.0054,-21.2937,-19.4027,-112.657
482,76.355,-19.2871,98.4497,-0.3779,0.8364,-0.02,-21.2937,-19.4027,-112.657
483,70.9839,-20.2637,87.9517,-0.4316,0.8008,-0.0371,-17.4221,-12.5547,-150.2093
484,67.5049,-18.7378,82.4585,-0.4385,0.7886,-0.0479,-32.9085,-17.12,-125.1744
485,58.4106,-12.085,70.1294,-0.4209,0.7261,-0.062,-32.9085,-17.12,-125.1744
486,52.8564,-7.6904,62.7441,-0.397,0.7007,-0.0674,-36.7801,-7.9893,-125.1744
487,39.7949,0.7324,46.7529,-0.3408,0.6919,-0.0562,-29.0369,-17.12,-131.4332
488,33.5083,4.0894,38.8184,-0.3008,0.6982,-0.0454,-25.1653,-10.272,-118.9157
489,28.2593,6.0425,31.189,-0.2617,0.7153,-0.0444,-25.1653,-10.272,-118.9157
490,20.2637,7.1411,16.1133,-0.2002,0.7388,-0.0664,-30.9727,-22.8267,-115.7863
491,16.9678,6.958,9.0942,-0.1812,0.7524,-0.0645,-19.3579,-20.544,-109.5276
492,10.5591,5.4932,-4.0283,-0.1763,0.7754,-0.0425,-19.3579,-20.544,-109.5276
493,7.3853,4.4556,-10.0098,-0.1934,0.7729,-0.0269,-21.2937,-10.272,-125.1744
494,0.7324,2.5635,-21.9116,-0.2549,0.729,0.0005,-29.0369,-3.424,-106.3983
495,-2.4414,2.0142,-27.6489,-0.2676,0.7256,-0.0039,-27.1011,-13.696,-115.7863
496,-6.4697,2.1362,-32.4097,-0.2812,0.7432,0.0073,-27.1011,-13.696,-115.7863
497,-14.8926,3.3569,-41.2598,-0.3511,0.7871,-0.0112,-23.2295,-15.9787,-128.3038
498,-18.1885,4.5776,-46.2036,-0.3916,0.7969,-0.0488,-21.2937,-12.5547,-106.3983
499,-22.0947,9.4604,-53.772,-0.4355,0.8145,-0.0684,-36.7801,-19.4027,-150.2093
500,-22.9492,12.6343,-55.9692,-0.4214,0.8633,-0.0396,-36.7801,-19.4027,-150.2093
501,-25.1465,20.813,-55.3589,-0.2783,1.061,-0.0068,-32.9085,-23.968,-125.1744
502,-26.6724,26.123,-51.3916,-0.1743,1.1514,-0.0288,-36.7801,-17.12,-100.1396
503,-32.8979,36.377,-36.8042,-0.0039,1.2544,-0.1724,-29.0369,-21.6854,-125.1744
504,-36.499,41.5649,-28.0762,0.0469,1.2754,-0.2705,-29.0369,-21.6854,-125.1744
505,-37.1094,50.1099,-12.9395,0.1348,1.2881,-0.4619,-44.5232,-17.12,-131.4332
506,-31.8604,52.7344,-8.8501,0.165,1.2856,-0.5386,-30.9727,-18.2613,-109.5276
507,-23.1323,54.5654,-8.5449,0.1812,1.291,-0.5532,-40.6516,-14.8373,-131.4332
508,-2.6855,54.1992,-19.6533,0.1558,1.3179,-0.5127,-40.6516,-14.8373,-131.4332
509,4.6387,51.8799,-28.8086,0.0967,1.3164,-0.4634,-42.5874,-13.696,-122.0451
510,13.4277,45.5322,-47.1802,-0.0811,1.2998,-0.292,-40.6516,-17.12,-125.1744
